region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / Численность студентов / 4	Программы бакалавриата / Выпуск / 5	Программы специалитета / Принято / 6	Программы специалитета / Численность студентов / 7	Программы специалитета / Выпуск / 8	Программы магистратуры / Принято / 9	Программы магистратуры / Численность студентов / 10	Программы магистратуры / Выпуск / 11
Алтайский край	заочная; Частные	получают первое высшее образование / 05	6.0	222.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	заочная; Частные	юридических лиц / 04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	30.0	88.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	23.0	70.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	получают второе и последующее высшее образование / 06	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	получают первое высшее образование / 05	29.0	87.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	юридических лиц / 04	7.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очно-заочная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очно-заочная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	111.0	315.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очно-заочная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	111.0	315.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очно-заочная; Частные	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очно-заочная; Частные	получают второе и последующее высшее образование / 06	2.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очно-заочная; Частные	получают первое высшее образование / 05	109.0	304.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очно-заочная; Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	491.0	2052.0	394.0	215.0	479.0	26.0	61.0	192.0	55.0
Амурская область	Государственные, Муниципальные; заочная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	300.0	1483.0	313.0	69.0	213.0	26.0	39.0	134.0	25.0
Амурская область	Государственные, Муниципальные; заочная	иных физических лиц / 03	191.0	548.0	81.0	145.0	265.0	0.0	22.0	58.0	30.0
Амурская область	Государственные, Муниципальные; заочная	получают второе и последующее высшее образование / 06	9.0	91.0	14.0	5.0	8.0	0.0	39.0	0.0	1.0
Амурская область	Государственные, Муниципальные; заочная	получают первое высшее образование / 05	482.0	1961.0	380.0	210.0	471.0	26.0	22.0	192.0	54.0
Амурская область	Государственные, Муниципальные; заочная	юридических лиц / 04	0.0	21.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	244.0	1057.0	173.0	85.0	655.0	95.0	356.0	587.0	100.0
Амурская область	Государственные, Муниципальные; очная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	243.0	1055.0	173.0	37.0	349.0	67.0	239.0	402.0	81.0
Амурская область	Государственные, Муниципальные; очная	иных физических лиц / 03	0.0	0.0	0.0	46.0	302.0	28.0	117.0	185.0	19.0
Амурская область	Государственные, Муниципальные; очная	получают второе и последующее высшее образование / 06	1.0	1.0	0.0	3.0	7.0	1.0	11.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	получают первое высшее образование / 05	243.0	1056.0	173.0	82.0	648.0	94.0	345.0	587.0	100.0
Амурская область	Государственные, Муниципальные; очная	юридических лиц / 04	1.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	57.0	123.0	1.0	0.0	0.0	0.0	3.0	18.0	15.0
Амурская область	Государственные, Муниципальные; очно-заочная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	57.0	117.0	1.0	0.0	0.0	0.0	0.0	2.0	15.0
Амурская область	Государственные, Муниципальные; очно-заочная	иных физических лиц / 03	0.0	4.0	0.0	0.0	0.0	0.0	3.0	16.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	получают второе и последующее высшее образование / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	получают первое высшее образование / 05	57.0	123.0	1.0	0.0	0.0	0.0	3.0	18.0	15.0
Амурская область	Государственные, Муниципальные; очно-заочная	юридических лиц / 04	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	190.0	1227.0	362.0	63.0	152.0	16.0	77.0	197.0	44.0
Архангельская область	Государственные, Муниципальные; заочная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	159.0	1062.0	342.0	57.0	130.0	16.0	75.0	185.0	43.0
Архангельская область	Государственные, Муниципальные; заочная	иных физических лиц / 03	28.0	155.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	получают второе и последующее высшее образование / 06	7.0	67.0	29.0	1.0	3.0	1.0	3.0	8.0	4.0
Архангельская область	Государственные, Муниципальные; заочная	получают первое высшее образование / 05	183.0	1160.0	333.0	62.0	149.0	15.0	74.0	189.0	40.0
Архангельская область	Государственные, Муниципальные; заочная	юридических лиц / 04	3.0	10.0	1.0	6.0	22.0	0.0	2.0	12.0	1.0
Архангельская область	Государственные, Муниципальные; очная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	20.0	1.0	8.0	19.0	0.0	0.0	2.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	91.0	457.0	94.0	305.0	1502.0	221.0	42.0	56.0	13.0
Архангельская область	Государственные, Муниципальные; очная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	90.0	455.0	93.0	72.0	472.0	40.0	41.0	55.0	9.0
Архангельская область	Государственные, Муниципальные; очная	иных физических лиц / 03	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	получают второе и последующее высшее образование / 06	0.0	1.0	0.0	0.0	5.0	0.0	1.0	3.0	0.0
Архангельская область	Государственные, Муниципальные; очная	получают первое высшее образование / 05	91.0	456.0	94.0	305.0	1497.0	221.0	41.0	53.0	13.0
Архангельская область	Государственные, Муниципальные; очная	юридических лиц / 04	0.0	1.0	1.0	233.0	1030.0	181.0	1.0	1.0	4.0
Архангельская область	Государственные, Муниципальные; очно-заочная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очно-заочная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	107.0	252.0	20.0	0.0	0.0	0.0	57.0	135.0	11.0
Архангельская область	Государственные, Муниципальные; очно-заочная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	106.0	235.0	20.0	0.0	0.0	0.0	50.0	103.0	11.0
Архангельская область	Государственные, Муниципальные; очно-заочная	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очно-заочная	получают второе и последующее высшее образование / 06	12.0	22.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0
Архангельская область	Государственные, Муниципальные; очно-заочная	получают первое высшее образование / 05	95.0	230.0	20.0	0.0	0.0	0.0	51.0	123.0	11.0
Архангельская область	Государственные, Муниципальные; очно-заочная	юридических лиц / 04	1.0	17.0	0.0	0.0	0.0	0.0	7.0	32.0	0.0
Архангельская область	Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Частные	иных физических лиц / 03	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Частные	получают второе и последующее высшее образование / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Частные	получают первое высшее образование / 05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	заочная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	заочная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	30.0	142.0	39.0	0.0	0.0	0.0	13.0	50.0	27.0
Архангельская область	заочная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	30.0	142.0	39.0	0.0	0.0	0.0	13.0	50.0	27.0
Архангельская область	заочная; Частные	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	заочная; Частные	получают второе и последующее высшее образование / 06	16.0	67.0	13.0	0.0	0.0	0.0	0.0	1.0	1.0
Архангельская область	заочная; Частные	получают первое высшее образование / 05	14.0	75.0	26.0	0.0	0.0	0.0	13.0	49.0	26.0
Архангельская область	заочная; Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	8.0	61.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	7.0	60.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очная; Частные	иных физических лиц / 03	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очная; Частные	получают второе и последующее высшее образование / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очная; Частные	получают первое высшее образование / 05	8.0	61.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очная; Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очно-заочная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очно-заочная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	81.0	243.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очно-заочная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	46.0	191.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очно-заочная; Частные	иных физических лиц / 03	35.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очно-заочная; Частные	получают второе и последующее высшее образование / 06	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очно-заочная; Частные	получают первое высшее образование / 05	77.0	237.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	очно-заочная; Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	7.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
Астраханская область	Государственные, Муниципальные; заочная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	604.0	3132.0	724.0	379.0	1454.0	232.0	195.0	442.0	140.0
Астраханская область	Государственные, Муниципальные; заочная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	586.0	2811.0	676.0	360.0	1362.0	232.0	183.0	418.0	140.0
Астраханская область	Государственные, Муниципальные; заочная	иных физических лиц / 03	18.0	318.0	48.0	19.0	92.0	0.0	9.0	21.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	получают второе и последующее высшее образование / 06	27.0	128.0	51.0	18.0	40.0	21.0	25.0	88.0	17.0
Астраханская область	Государственные, Муниципальные; заочная	получают первое высшее образование / 05	577.0	3004.0	673.0	361.0	1414.0	211.0	170.0	354.0	123.0
Астраханская область	Государственные, Муниципальные; заочная	юридических лиц / 04	0.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	1.0	41.0	5.0	0.0	2.0	0.0	0.0	3.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	672.0	2869.0	802.0	487.0	3903.0	569.0	301.0	435.0	149.0
Астраханская область	Государственные, Муниципальные; очная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	664.0	2863.0	802.0	487.0	3882.0	569.0	296.0	434.0	148.0
Астраханская область	Государственные, Муниципальные; очная	иных физических лиц / 03	7.0	1.0	0.0	0.0	20.0	0.0	2.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	получают второе и последующее высшее образование / 06	6.0	6.0	0.0	2.0	15.0	0.0	15.0	35.0	5.0
Астраханская область	Государственные, Муниципальные; очная	получают первое высшее образование / 05	666.0	2863.0	802.0	485.0	3888.0	569.0	286.0	400.0	144.0
Астраханская область	Государственные, Муниципальные; очная	юридических лиц / 04	1.0	5.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0
Астраханская область	Государственные, Муниципальные; очно-заочная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очно-заочная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	257.0	837.0	104.0	25.0	93.0	20.0	62.0	165.0	63.0
Астраханская область	Государственные, Муниципальные; очно-заочная	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	206.0	771.0	100.0	15.0	38.0	13.0	62.0	165.0	63.0
Астраханская область	Государственные, Муниципальные; очно-заочная	иных физических лиц / 03	51.0	66.0	3.0	9.0	49.0	7.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очно-заочная	получают второе и последующее высшее образование / 06	6.0	16.0	2.0	11.0	42.0	6.0	9.0	29.0	25.0
Астраханская область	Государственные, Муниципальные; очно-заочная	получают первое высшее образование / 05	251.0	821.0	102.0	14.0	51.0	14.0	53.0	136.0	38.0
Астраханская область	Государственные, Муниципальные; очно-заочная	юридических лиц / 04	0.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0
Астраханская область	заочная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	заочная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	337.0	287.0	180.0	92.0	92.0	0.0	0.0	0.0	0.0
Астраханская область	заочная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	337.0	287.0	180.0	92.0	92.0	0.0	0.0	0.0	0.0
Астраханская область	заочная; Частные	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	заочная; Частные	получают второе и последующее высшее образование / 06	9.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	заочная; Частные	получают первое высшее образование / 05	328.0	265.0	180.0	92.0	92.0	0.0	0.0	0.0	0.0
Астраханская область	заочная; Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	11.0	69.0	24.0	38.0	39.0	0.0	0.0	0.0	0.0
Астраханская область	очная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	11.0	69.0	24.0	38.0	39.0	0.0	0.0	0.0	0.0
Астраханская область	очная; Частные	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очная; Частные	получают второе и последующее высшее образование / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очная; Частные	получают первое высшее образование / 05	11.0	69.0	24.0	38.0	39.0	0.0	0.0	0.0	0.0
Астраханская область	очная; Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очно-заочная; Частные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очно-заочная; Частные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	56.0	342.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очно-заочная; Частные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	56.0	342.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очно-заочная; Частные	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очно-заочная; Частные	получают второе и последующее высшее образование / 06	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очно-заочная; Частные	получают первое высшее образование / 05	55.0	338.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	очно-заочная; Частные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	19.0
Белгородская область	Государственные, Муниципальные	в том числе: за счет средств:  лиц зачисляемых на обучение (родителей (законных  представителей) несовершеннолетних обучающихся) / 02	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	19.0
Белгородская область	Государственные, Муниципальные	иных физических лиц / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные	получают второе и последующее высшее образование / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
Белгородская область	Государственные, Муниципальные	получают первое высшее образование / 05	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные	юридических лиц / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Из строки 01 - студенты, использующие образовательный кредит для оплаты обучения / 07	0.0	11.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Студенты, обучающиеся по договорам об оказании платных образовательных услуг - всего (сумма строк 02-04; 05,06) / 01	1444.0	8546.0	1989.0	466.0	2315.0	261.0	464.0	1490.0	549.0
