region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / Численность студентов / 4	Программы бакалавриата / Выпуск / 5	Программы специалитета / Принято / 6	Программы специалитета / Численность студентов / 7	Программы специалитета / Выпуск / 8	Программы магистратуры / Принято / 9	Программы магистратуры / Численность студентов / 10	Программы магистратуры / Выпуск / 11
Алтайский край	Государственные, Муниципальные; очно-заочная	Кроме поступивших в рамках квоты приема на целевое обучение кроме стр. 01) студенты, заключившие договор о целевом обучении, – всего (сумма стр. 15, 17–19; 20–23) / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	Студенты, обучающиеся в рамках квоты приема на целевое обучение - всего (сумма стр. 02, 04, 05; 06-13) / 01	13.0	16.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	бюджета субъекта Российской Федерации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	бюджета субъекта Российской Федерации / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	в том числе за счет бюджетных ассигнований: федерального бюджета / 02	13.0	16.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	в том числе за счет бюджетных ассигнований: федерального бюджета / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	из них в рамках реализации государственного плана / 03	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	из них в рамках реализации государственного плана / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	местного бюджета / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	местного бюджета / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	по договорам об оказании платных образовательных услуг / 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с государственными (муниципальными) учреждениями / 09	9.0	11.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с государственными компаниями / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с государственными корпорациями / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с государственными хозяйственными обществами / 13	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с организациями / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с органом государственной власти субъекта Российской Федерации / 07	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с органом государственной власти субъекта Российской Федерации / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с органом местного самоуправления / 08	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с органом местного самоуправления / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очно-заочная	с унитарными предприятиями / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Из строки 01 – по договорам о целевом приеме, заключенным:  с федеральным государственным органом / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Из строки 14 – заключили договор:  с федеральным государственным органом / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Кроме поступивших в рамках квоты приема на целевое обучение кроме стр. 01) студенты, заключившие договор о целевом обучении, – всего (сумма стр. 15, 17–19; 20–23) / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Студенты, обучающиеся в рамках квоты приема на целевое обучение - всего (сумма стр. 02, 04, 05; 06-13) / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	бюджета субъекта Российской Федерации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	бюджета субъекта Российской Федерации / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	в том числе за счет бюджетных ассигнований: федерального бюджета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	в том числе за счет бюджетных ассигнований: федерального бюджета / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	из них в рамках реализации государственного плана / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	из них в рамках реализации государственного плана / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	местного бюджета / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	местного бюджета / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	по договорам об оказании платных образовательных услуг / 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с государственными (муниципальными) учреждениями / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с государственными компаниями / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с государственными корпорациями / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с государственными хозяйственными обществами / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с организациями / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с органом государственной власти субъекта Российской Федерации / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с органом государственной власти субъекта Российской Федерации / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с органом местного самоуправления / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с органом местного самоуправления / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	с унитарными предприятиями / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	Из строки 01 – по договорам о целевом приеме, заключенным:  с федеральным государственным органом / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	Из строки 14 – заключили договор:  с федеральным государственным органом / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	Кроме поступивших в рамках квоты приема на целевое обучение кроме стр. 01) студенты, заключившие договор о целевом обучении, – всего (сумма стр. 15, 17–19; 20–23) / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	Студенты, обучающиеся в рамках квоты приема на целевое обучение - всего (сумма стр. 02, 04, 05; 06-13) / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	бюджета субъекта Российской Федерации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	бюджета субъекта Российской Федерации / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	в том числе за счет бюджетных ассигнований: федерального бюджета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	в том числе за счет бюджетных ассигнований: федерального бюджета / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	из них в рамках реализации государственного плана / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	из них в рамках реализации государственного плана / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	местного бюджета / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	местного бюджета / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	по договорам об оказании платных образовательных услуг / 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с государственными (муниципальными) учреждениями / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с государственными компаниями / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с государственными корпорациями / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с государственными хозяйственными обществами / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с организациями / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с органом государственной власти субъекта Российской Федерации / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с органом государственной власти субъекта Российской Федерации / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с органом местного самоуправления / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с органом местного самоуправления / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные	с унитарными предприятиями / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Из строки 01 – по договорам о целевом приеме, заключенным:  с федеральным государственным органом / 06	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Из строки 14 – заключили договор:  с федеральным государственным органом / 20	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Кроме поступивших в рамках квоты приема на целевое обучение кроме стр. 01) студенты, заключившие договор о целевом обучении, – всего (сумма стр. 15, 17–19; 20–23) / 14	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Студенты, обучающиеся в рамках квоты приема на целевое обучение - всего (сумма стр. 02, 04, 05; 06-13) / 01	3.0	38.0	14.0	0.0	16.0	0.0	0.0	0.0	1.0
Амурская область	Государственные, Муниципальные; заочная	бюджета субъекта Российской Федерации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	бюджета субъекта Российской Федерации / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	в том числе за счет бюджетных ассигнований: федерального бюджета / 02	3.0	38.0	14.0	0.0	16.0	0.0	0.0	0.0	1.0
Амурская область	Государственные, Муниципальные; заочная	в том числе за счет бюджетных ассигнований: федерального бюджета / 15	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	из них в рамках реализации государственного плана / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	из них в рамках реализации государственного плана / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	местного бюджета / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	местного бюджета / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	по договорам об оказании платных образовательных услуг / 19	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с государственными (муниципальными) учреждениями / 09	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Амурская область	Государственные, Муниципальные; заочная	с государственными компаниями / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с государственными корпорациями / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с государственными хозяйственными обществами / 13	0.0	4.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с организациями / 23	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с органом государственной власти субъекта Российской Федерации / 07	2.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с органом государственной власти субъекта Российской Федерации / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с органом местного самоуправления / 08	0.0	16.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с органом местного самоуправления / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	с унитарными предприятиями / 10	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Из строки 01 – по договорам о целевом приеме, заключенным:  с федеральным государственным органом / 06	1.0	5.0	0.0	4.0	26.0	6.0	0.0	1.0	1.0
Амурская область	Государственные, Муниципальные; очная	Из строки 14 – заключили договор:  с федеральным государственным органом / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Кроме поступивших в рамках квоты приема на целевое обучение кроме стр. 01) студенты, заключившие договор о целевом обучении, – всего (сумма стр. 15, 17–19; 20–23) / 14	0.0	25.0	5.0	0.0	2.0	0.0	0.0	1.0	1.0
Амурская область	Государственные, Муниципальные; очная	Студенты, обучающиеся в рамках квоты приема на целевое обучение - всего (сумма стр. 02, 04, 05; 06-13) / 01	44.0	160.0	40.0	166.0	764.0	69.0	5.0	14.0	2.0
Амурская область	Государственные, Муниципальные; очная	бюджета субъекта Российской Федерации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	бюджета субъекта Российской Федерации / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	в том числе за счет бюджетных ассигнований: федерального бюджета / 02	44.0	160.0	40.0	166.0	764.0	69.0	5.0	14.0	2.0
Амурская область	Государственные, Муниципальные; очная	в том числе за счет бюджетных ассигнований: федерального бюджета / 15	0.0	25.0	5.0	0.0	2.0	0.0	0.0	1.0	1.0
Амурская область	Государственные, Муниципальные; очная	из них в рамках реализации государственного плана / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	из них в рамках реализации государственного плана / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	местного бюджета / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	местного бюджета / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	по договорам об оказании платных образовательных услуг / 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	с государственными (муниципальными) учреждениями / 09	5.0	10.0	0.0	8.0	14.0	1.0	0.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очная	с государственными компаниями / 12	1.0	2.0	3.0	13.0	32.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	с государственными корпорациями / 11	2.0	15.0	0.0	6.0	37.0	0.0	0.0	2.0	0.0
Амурская область	Государственные, Муниципальные; очная	с государственными хозяйственными обществами / 13	0.0	6.0	0.0	23.0	57.0	0.0	0.0	1.0	1.0
Амурская область	Государственные, Муниципальные; очная	с организациями / 23	0.0	23.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0
Амурская область	Государственные, Муниципальные; очная	с органом государственной власти субъекта Российской Федерации / 07	11.0	13.0	6.0	112.0	591.0	62.0	5.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очная	с органом государственной власти субъекта Российской Федерации / 21	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	с органом местного самоуправления / 08	24.0	109.0	21.0	0.0	7.0	0.0	0.0	8.0	0.0
Амурская область	Государственные, Муниципальные; очная	с органом местного самоуправления / 22	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	с унитарными предприятиями / 10	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Из строки 01 – по договорам о целевом приеме, заключенным:  с федеральным государственным органом / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Из строки 14 – заключили договор:  с федеральным государственным органом / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Кроме поступивших в рамках квоты приема на целевое обучение кроме стр. 01) студенты, заключившие договор о целевом обучении, – всего (сумма стр. 15, 17–19; 20–23) / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Студенты, обучающиеся в рамках квоты приема на целевое обучение - всего (сумма стр. 02, 04, 05; 06-13) / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	бюджета субъекта Российской Федерации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	бюджета субъекта Российской Федерации / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	в том числе за счет бюджетных ассигнований: федерального бюджета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
