region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / Численность студентов / 4	Программы бакалавриата / Выпуск / 5	Программы специалитета / Принято / 6	Программы специалитета / Численность студентов / 7	Программы специалитета / Выпуск / 8	Программы магистратуры / Принято / 9	Программы магистратуры / Численность студентов / 10	Программы магистратуры / Выпуск / 11
Архангельская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	47.0	112.0	13.0	17.0	49.0	0.0	0.0	9.0	2.0
Архангельская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	32.0	113.0	17.0	7.0	45.0	10.0	16.0	38.0	3.0
Архангельская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	20.0								
Архангельская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	23.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	29.0								
Астраханская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	8.0	44.0	6.0	36.0	150.0	11.0	0.0	1.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	49.0	181.0	36.0	4.0	39.0	7.0	0.0	3.0	2.0
Астраханская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	19.0								
Астраханская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	2.0	3.0	2.0	31.0	106.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	16.0								
Астраханская область	персонал; Частные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Частные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Частные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Частные	Студенты, находящиеся на полном государственном обеспечении / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Частные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	0.0								
Астраханская область	персонал; Частные	из них (из строки 05) – дети-инвалиды / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Частные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Частные	по уходу за ребенком до 3 лет / 08	2.0								
Белгородская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	26.0	232.0	47.0	16.0	84.0	20.0	2.0	20.0	2.0
Белгородская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	36.0	151.0	30.0	6.0	62.0	5.0	3.0	13.0	7.0
Белгородская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	44.0	204.0	44.0	9.0	56.0	8.0	6.0	7.0	1.0
Белгородская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	16.0								
Белгородская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	9.0	13.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0
Белгородская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	23.0								
Брянская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Брянская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	248.0	1062.0	261.0	17.0	97.0	19.0	81.0	114.0	54.0
Брянская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	20.0	70.0	6.0	1.0	10.0	1.0	1.0	1.0	0.0
Брянская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	57.0	255.0	53.0	4.0	18.0	2.0	7.0	13.0	6.0
Брянская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	7.0								
Брянская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	10.0	21.0	0.0	1.0	7.0	0.0	1.0	1.0	0.0
Брянская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Брянская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	25.0								
Владимирская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	32.0	133.0	16.0	3.0	9.0	0.0	7.0	16.0	7.0
Владимирская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	35.0	170.0	26.0	2.0	17.0	1.0	1.0	19.0	16.0
Владимирская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	18.0								
Владимирская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	6.0	5.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Владимирская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	13.0								
Волгоградская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	4.0	11.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
Волгоградская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	53.0	164.0	22.0	37.0	129.0	17.0	5.0	9.0	4.0
Волгоградская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	88.0	478.0	76.0	19.0	100.0	8.0	14.0	32.0	11.0
Волгоградская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	59.0								
Волгоградская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	31.0	69.0	6.0	15.0	30.0	1.0	1.0	3.0	4.0
Волгоградская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	58.0								
Вологодская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Вологодская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	23.0	76.0	8.0	3.0	12.0	1.0	3.0	4.0	1.0
Вологодская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	53.0	201.0	38.0	2.0	13.0	1.0	2.0	3.0	4.0
Вологодская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	8.0								
Вологодская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Вологодская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	9.0								
Воронежская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	155.0	398.0	59.0	45.0	147.0	16.0	25.0	83.0	43.0
Воронежская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	85.0	295.0	54.0	50.0	167.0	21.0	13.0	28.0	6.0
Воронежская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	96.0	417.0	85.0	19.0	107.0	15.0	17.0	35.0	21.0
Воронежская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	27.0								
Воронежская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	23.0	51.0	4.0	18.0	71.0	6.0	0.0	0.0	0.0
Воронежская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	43.0								
Воронежская область	персонал; Частные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	персонал; Частные	Граждане, подвергшиеся воздействию радиации / 04	1.0	6.0	2.0	0.0	6.0	1.0	0.0	2.0	0.0
Воронежская область	персонал; Частные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	3.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	персонал; Частные	Студенты, находящиеся на полном государственном обеспечении / 01	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	персонал; Частные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	0.0								
Воронежская область	персонал; Частные	из них (из строки 05) – дети-инвалиды / 06	2.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	персонал; Частные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Воронежская область	персонал; Частные	по уходу за ребенком до 3 лет / 08	3.0								
Еврейская автономная область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Еврейская автономная область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Еврейская автономная область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	1.0	3.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0
Еврейская автономная область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	29.0	88.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0
Еврейская автономная область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Еврейская автономная область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Забайкальский край	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Забайкальский край	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Забайкальский край	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	15.0	5.0	0.0	9.0	26.0	1.0	0.0	0.0	0.0
Забайкальский край	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	46.0	228.0	31.0	13.0	96.0	15.0	1.0	7.0	1.0
Забайкальский край	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	29.0								
Забайкальский край	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	8.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Забайкальский край	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Забайкальский край	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	35.0								
Ивановская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ивановская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	3.0	12.0	4.0	0.0	0.0	0.0
Ивановская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	25.0	85.0	8.0	16.0	41.0	8.0	3.0	7.0	1.0
Ивановская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	48.0	189.0	28.0	7.0	40.0	3.0	6.0	9.0	1.0
Ивановская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	35.0								
Ивановская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	13.0	24.0	3.0	4.0	6.0	0.0	0.0	3.0	0.0
Ивановская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ивановская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	27.0								
Иркутская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	6.0	11.0	3.0	2.0	4.0	1.0	0.0	0.0	0.0
Иркутская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	71.0	198.0	18.0	15.0	66.0	4.0	2.0	9.0	4.0
Иркутская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	204.0	866.0	140.0	36.0	229.0	16.0	13.0	42.0	17.0
Иркутская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	473.0								
Иркутская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	34.0	90.0	4.0	8.0	15.0	2.0	1.0	1.0	3.0
Иркутская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Иркутская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	282.0								
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	51.0	150.0	21.0	98.0	246.0	5.0	11.0	14.0	4.0
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	6.0	49.0	7.0	0.0	2.0	2.0	0.0	0.0	1.0
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	1.0								
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	20.0	23.0	0.0	65.0	124.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Кабардино-Балкарская Республика	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	0.0								
Калининградская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Калининградская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	7.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0
Калининградская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	30.0	103.0	11.0	11.0	30.0	1.0	0.0	4.0	2.0
Калининградская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	53.0	139.0	20.0	9.0	23.0	3.0	5.0	9.0	6.0
Калининградская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	8.0								
Калининградская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	10.0	13.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0
Калининградская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калининградская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	11.0								
Калининградская область	персонал; Частные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	2.0								
Калининградская область	персонал; Частные	по уходу за ребенком до 3 лет / 08	4.0								
Калужская область	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	46.0	271.0	50.0	9.0	60.0	16.0	1.0	16.0	7.0
Калужская область	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	26.0	59.0	4.0	4.0	6.0	1.0	0.0	2.0	1.0
Калужская область	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	28.0	111.0	26.0	4.0	26.0	2.0	1.0	5.0	1.0
Калужская область	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	15.0								
Калужская область	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	9.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Калужская область	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	9.0								
Камчатский край	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	3.0	12.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0
Камчатский край	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	5.0	14.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0
Камчатский край	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	2.0								
Камчатский край	персонал; Государственные, Муниципальные	из них (из строки 05) – дети-инвалиды / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	персонал; Государственные, Муниципальные	из них ставшие инвалидами вследствие ранения, контузии, увечья или заболевания / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Камчатский край	персонал; Государственные, Муниципальные	по уходу за ребенком до 3 лет / 08	10.0								
Карачаево-Черкесская Республика	персонал; Государственные, Муниципальные	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	персонал; Государственные, Муниципальные	Граждане, подвергшиеся воздействию радиации / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	персонал; Государственные, Муниципальные	Инвалиды 1 и 2 групп, инвалиды с детства / 05	11.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Карачаево-Черкесская Республика	персонал; Государственные, Муниципальные	Студенты, находящиеся на полном государственном обеспечении / 01	28.0	111.0	19.0	1.0	7.0	1.0	0.0	5.0	2.0
Карачаево-Черкесская Республика	персонал; Государственные, Муниципальные	Численность студентов, находящихся в академическом отпуске:  по состоянию здоровья / 07	5.0								
