region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 11.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Принято > 9.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Численность студентов > 10.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 14.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Принято > 12.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Численность студентов > 13.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Принято > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Численность студентов > 4.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 8.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Принято > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Численность студентов > 7.0
Астраханская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по состоянию здоровья / 9.0								0.0				
Астраханская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 10.0								0.0				
Астраханская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по состоянию здоровья / 7.0								0.0				
Астраханская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 8.0								0.0				
Астраханская область	Частные; Очная	Студенты, находящиеся на полном государственном обеспечении / 1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    из них (из стр. 05) - дети-инвалиды / 6.0	6.0	16.0	20.0	0.0	0.0	0.0	5.0	42.0	97.0	0.0	0.0	0.0
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    из них ставшие инвалидами вследствие ранения,
    контузии, увечья или заболевания / 3.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Граждане, подвергшиеся воздействию радиации / 4.0	3.0	1.0	12.0	0.0	0.0	0.0	16.0	20.0	88.0	2.0	1.0	4.0
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инвалиды 1 и 2 групп, инвалиды с детства / 5.0	7.0	19.0	36.0	1.0	0.0	0.0	28.0	45.0	150.0	18.0	1.0	6.0
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по состоянию здоровья / 9.0								5.0				
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 10.0								17.0				
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по состоянию здоровья / 7.0								20.0				
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 8.0								54.0				
Белгородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Студенты, находящиеся на полном государственном обеспечении / 1.0	53.0	13.0	309.0	2.0	1.0	1.0	78.0	55.0	518.0	2.0	3.0	14.0
Белгородская область	Частные; Очная	    из них (из стр. 05) - дети-инвалиды / 6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Частные; Очная	"    из них ставшие инвалидами вследствие ранения,
    контузии, увечья или заболевания / 3.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Частные; Очная	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	1.0	3.0
Белгородская область	Частные; Очная	Граждане, подвергшиеся воздействию радиации / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Белгородская область	Частные; Очная	Инвалиды 1 и 2 групп, инвалиды с детства / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Белгородская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по состоянию здоровья / 9.0								0.0				
Белгородская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 10.0								0.0				
Белгородская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по состоянию здоровья / 7.0								2.0				
Белгородская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 8.0								1.0				
Белгородская область	Частные; Очная	Студенты, находящиеся на полном государственном обеспечении / 1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    из них (из стр. 05) - дети-инвалиды / 6.0	2.0	12.0	19.0	1.0	2.0	2.0	5.0	40.0	93.0	10.0	2.0	35.0
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    из них ставшие инвалидами вследствие ранения,
    контузии, увечья или заболевания / 3.0"	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 2.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Граждане, подвергшиеся воздействию радиации / 4.0	194.0	208.0	676.0	22.0	23.0	21.0	801.0	1050.0	3207.0	62.0	76.0	211.0
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инвалиды 1 и 2 групп, инвалиды с детства / 5.0	8.0	14.0	28.0	2.0	2.0	2.0	17.0	40.0	128.0	11.0	2.0	40.0
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по состоянию здоровья / 9.0								1.0				
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 10.0								13.0				
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по состоянию здоровья / 7.0								16.0				
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 8.0								39.0				
Брянская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Студенты, находящиеся на полном государственном обеспечении / 1.0	85.0	26.0	155.0	12.0	11.0	14.0	150.0	67.0	346.0	23.0	10.0	56.0
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    из них (из стр. 05) - дети-инвалиды / 6.0	0.0	23.0	40.0	0.0	0.0	0.0	4.0	59.0	119.0	1.0	3.0	8.0
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    из них ставшие инвалидами вследствие ранения,
    контузии, увечья или заболевания / 3.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Граждане, подвергшиеся воздействию радиации / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инвалиды 1 и 2 групп, инвалиды с детства / 5.0	9.0	24.0	58.0	0.0	0.0	0.0	18.0	59.0	174.0	1.0	3.0	8.0
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по состоянию здоровья / 9.0								8.0				
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 10.0								50.0				
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по состоянию здоровья / 7.0								27.0				
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 8.0								46.0				
Владимирская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Студенты, находящиеся на полном государственном обеспечении / 1.0	139.0	35.0	169.0	0.0	0.0	0.0	86.0	20.0	223.0	14.0	9.0	43.0
Владимирская область	Частные; Очная	    из них (из стр. 05) - дети-инвалиды / 6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	1.0
Владимирская область	Частные; Очная	"    из них ставшие инвалидами вследствие ранения,
    контузии, увечья или заболевания / 3.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Частные; Очная	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Частные; Очная	Граждане, подвергшиеся воздействию радиации / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Владимирская область	Частные; Очная	Инвалиды 1 и 2 групп, инвалиды с детства / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	1.0	0.0	1.0
Владимирская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по состоянию здоровья / 9.0								0.0				
Владимирская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 10.0								0.0				
Владимирская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по состоянию здоровья / 7.0								11.0				
Владимирская область	Частные; Очная	Справка 6. Численность студентов, обучающихся по программам подготовки специалистов среднего звена, находящихся в академическом отпуске: по уходу за ребенком до 3 лет / 8.0								3.0				
Владимирская область	Частные; Очная	Студенты, находящиеся на полном государственном обеспечении / 1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
Волгоградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    из них (из стр. 05) - дети-инвалиды / 6.0	4.0	6.0	18.0	0.0	0.0	0.0	12.0	86.0	177.0	1.0	4.0	5.0
Волгоградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    из них ставшие инвалидами вследствие ранения,
    контузии, увечья или заболевания / 3.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Волгоградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Военнослужащие, исполнявшие интернациональный долг, участники других локальных конфликтов / 2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0
Волгоградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Граждане, подвергшиеся воздействию радиации / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Волгоградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инвалиды 1 и 2 групп, инвалиды с детства / 5.0	4.0	7.0	20.0	0.0	0.0	0.0	53.0	108.0	312.0	10.0	6.0	18.0
Волгоградская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Справка 6. Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих, находящихся в академическом отпуске: по состоянию здоровья / 9.0								9.0				
